instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered,cnt
12860,6/25/12,3,1,6,0,0,1,1,1,0.72,0.6818,0.62,0.2537,37,68
12861,6/25/12,3,1,6,1,0,1,1,1,0.7,0.6515,0.65,0.2239,20,31
12862,6/25/12,3,1,6,2,0,1,1,1,0.7,0.6515,0.7,0.2239,10,14
12863,6/25/12,3,1,6,3,0,1,1,1,0.68,0.6364,0.69,0.2537,4,5
12864,6/25/12,3,1,6,4,0,1,1,1,0.66,0.6061,0.78,0.2537,4,4
12865,6/25/12,3,1,6,5,0,1,1,1,0.66,0.6212,0.74,0.1642,42,43
12866,6/25/12,3,1,6,6,0,1,1,1,0.64,0.5909,0.78,0.1642,147,158
12867,6/25/12,3,1,6,7,0,1,1,1,0.66,0.6212,0.74,0.2239,455,485
12868,6/25/12,3,1,6,8,0,1,1,1,0.66,0.6212,0.69,0.194,555,608
12869,6/25/12,3,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.194,231,268
12870,6/25/12,3,1,6,10,0,1,1,1,0.76,0.697,0.55,0.1642,126,184
12871,6/25/12,3,1,6,11,0,1,1,1,0.8,0.7273,0.43,0.3284,127,181
12872,6/25/12,3,1,6,12,0,1,1,2,0.76,0.6818,0.45,0.2985,196,270
12873,6/25/12,3,1,6,13,0,1,1,1,0.72,0.6667,0.51,0.2985,181,260
12874,6/25/12,3,1,6,14,0,1,1,1,0.78,0.697,0.43,0.2537,161,251
12875,6/25/12,3,1,6,15,0,1,1,1,0.78,0.6818,0.38,0.4627,168,233
12876,6/25/12,3,1,6,16,0,1,1,1,0.8,0.697,0.31,0.3881,310,414
12877,6/25/12,3,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,757,833
12878,6/25/12,3,1,6,18,0,1,1,1,0.76,0.6667,0.27,0.4478,691,791
12879,6/25/12,3,1,6,19,0,1,1,1,0.74,0.6515,0.27,0.4627,508,582
12880,6/25/12,3,1,6,20,0,1,1,1,0.72,0.6515,0.3,0.4478,375,475
12881,6/25/12,3,1,6,21,0,1,1,1,0.68,0.6212,0.3,0.3284,281,331
12882,6/25/12,3,1,6,22,0,1,1,1,0.66,0.6212,0.29,0.3881,166,187
12883,6/25/12,3,1,6,23,0,1,1,1,0.64,0.6212,0.33,0.3284,88,103
12884,6/26/12,3,1,6,0,0,2,1,1,0.62,0.6212,0.33,0.3284,29,37
12885,6/26/12,3,1,6,1,0,2,1,1,0.6,0.6212,0.35,0.3881,19,30
12886,6/26/12,3,1,6,2,0,2,1,1,0.56,0.5303,0.43,0.2836,7,9
12887,6/26/12,3,1,6,3,0,2,1,1,0.54,0.5152,0.45,0.2836,7,9
12888,6/26/12,3,1,6,4,0,2,1,1,0.54,0.5152,0.45,0.2985,9,10
12889,6/26/12,3,1,6,5,0,2,1,1,0.52,0.5,0.48,0.3881,36,39
12890,6/26/12,3,1,6,6,0,2,1,1,0.52,0.5,0.52,0.2985,176,188
12891,6/26/12,3,1,6,7,0,2,1,1,0.52,0.5,0.52,0.3582,531,552
12892,6/26/12,3,1,6,8,0,2,1,1,0.56,0.5303,0.49,0.3284,622,656
12893,6/26/12,3,1,6,9,0,2,1,1,0.58,0.5455,0.46,0.4179,298,328
12894,6/26/12,3,1,6,10,0,2,1,1,0.62,0.6212,0.41,0.3582,153,190
12895,6/26/12,3,1,6,11,0,2,1,1,0.64,0.6212,0.36,0.4179,189,235
12896,6/26/12,3,1,6,12,0,2,1,1,0.66,0.6212,0.34,0.4478,228,308
12897,6/26/12,3,1,6,13,0,2,1,1,0.7,0.6364,0.3,0.4627,232,306
12898,6/26/12,3,1,6,14,0,2,1,1,0.7,0.6364,0.3,0.4627,186,267
12899,6/26/12,3,1,6,15,0,2,1,1,0.72,0.6515,0.28,0.4627,229,317
12900,6/26/12,3,1,6,16,0,2,1,1,0.72,0.6364,0.26,0.4925,349,416
12901,6/26/12,3,1,6,17,0,2,1,1,0.72,0.6515,0.28,0.4179,796,900
12902,6/26/12,3,1,6,18,0,2,1,1,0.72,0.6515,0.28,0.3582,719,824
12903,6/26/12,3,1,6,19,0,2,1,1,0.72,0.6515,0.28,0.2239,529,612
12904,6/26/12,3,1,6,20,0,2,1,1,0.7,0.6364,0.3,0.2836,417,505
12905,6/26/12,3,1,6,21,0,2,1,1,0.68,0.6364,0.34,0.194,267,328
12906,6/26/12,3,1,6,22,0,2,1,1,0.66,0.6212,0.34,0.2537,219,245
12907,6/26/12,3,1,6,23,0,2,1,1,0.62,0.6212,0.41,0.1343,118,131
12908,6/27/12,3,1,6,0,0,3,1,1,0.62,0.6212,0.41,0.194,39,54
12909,6/27/12,3,1,6,1,0,3,1,1,0.6,0.6212,0.43,0.1642,18,23
12910,6/27/12,3,1,6,2,0,3,1,1,0.56,0.5303,0.49,0.1343,12,14
12911,6/27/12,3,1,6,3,0,3,1,1,0.58,0.5455,0.46,0.0896,7,8
12912,6/27/12,3,1,6,4,0,3,1,1,0.6,0.6212,0.4,0.2537,11,11
12913,6/27/12,3,1,6,5,0,3,1,1,0.6,0.6212,0.43,0.2836,34,36
12914,6/27/12,3,1,6,6,0,3,1,1,0.58,0.5455,0.46,0.2836,193,200
12915,6/27/12,3,1,6,7,0,3,1,1,0.6,0.6212,0.43,0.3582,498,527
12916,6/27/12,3,1,6,8,0,3,1,1,0.62,0.6212,0.43,0.3284,638,687
12917,6/27/12,3,1,6,9,0,3,1,1,0.66,0.6212,0.41,0.3582,253,282
12918,6/27/12,3,1,6,10,0,3,1,1,0.7,0.6364,0.37,0.2537,138,172
12919,6/27/12,3,1,6,11,0,3,1,1,0.74,0.6515,0.3,0.3284,145,209
12920,6/27/12,3,1,6,12,0,3,1,1,0.76,0.6667,0.29,0.2985,245,322
12921,6/27/12,3,1,6,13,0,3,1,1,0.8,0.697,0.27,0.3284,244,321
12922,6/27/12,3,1,6,14,0,3,1,1,0.8,0.6818,0.24,0.3582,192,270
12923,6/27/12,3,1,6,15,0,3,1,1,0.8,0.697,0.26,0.4627,188,249
12924,6/27/12,3,1,6,16,0,3,1,1,0.82,0.697,0.24,0.4478,337,392
12925,6/27/12,3,1,6,17,0,3,1,1,0.82,0.697,0.24,0.3881,730,843
12926,6/27/12,3,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,719,804
12927,6/27/12,3,1,6,19,0,3,1,1,0.78,0.6818,0.29,0.3284,542,643
12928,6/27/12,3,1,6,20,0,3,1,1,0.76,0.6667,0.31,0.194,369,445
12929,6/27/12,3,1,6,21,0,3,1,1,0.74,0.6515,0.35,0.1343,313,367
12930,6/27/12,3,1,6,22,0,3,1,1,0.72,0.6515,0.39,0.0896,245,297
12931,6/27/12,3,1,6,23,0,3,1,1,0.68,0.6364,0.47,0.1343,148,159
12932,6/28/12,3,1,6,0,0,4,1,1,0.66,0.6212,0.5,0.1045,52,54
12933,6/28/12,3,1,6,1,0,4,1,1,0.66,0.6212,0.54,0,14,25
12934,6/28/12,3,1,6,2,0,4,1,1,0.66,0.6212,0.5,0.0896,12,13
12935,6/28/12,3,1,6,3,0,4,1,1,0.66,0.6212,0.5,0.0896,6,7
12936,6/28/12,3,1,6,4,0,4,1,1,0.62,0.6061,0.61,0.1045,11,11
12937,6/28/12,3,1,6,5,0,4,1,1,0.62,0.6212,0.57,0.0896,39,47
12938,6/28/12,3,1,6,6,0,4,1,1,0.62,0.6212,0.57,0.0896,185,193
12939,6/28/12,3,1,6,7,0,4,1,1,0.62,0.6061,0.61,0.1045,484,508
12940,6/28/12,3,1,6,8,0,4,1,1,0.66,0.6212,0.5,0.1343,577,617
12941,6/28/12,3,1,6,9,0,4,1,1,0.7,0.6515,0.54,0.1642,318,351
12942,6/28/12,3,1,6,10,0,4,1,1,0.74,0.6667,0.48,0.194,144,184
12943,6/28/12,3,1,6,11,0,4,1,1,0.8,0.697,0.31,0.194,170,211
12944,6/28/12,3,1,6,12,0,4,1,1,0.84,0.7121,0.26,0.2836,227,276
12945,6/28/12,3,1,6,13,0,4,1,1,0.86,0.7424,0.26,0.2239,205,236
12946,6/28/12,3,1,6,14,0,4,1,1,0.86,0.7273,0.25,0.3284,188,254
12947,6/28/12,3,1,6,15,0,4,1,1,0.86,0.7273,0.25,0.3284,195,219
12948,6/28/12,3,1,6,16,0,4,1,1,0.88,0.7424,0.23,0.194,331,387
12949,6/28/12,3,1,6,17,0,4,1,1,0.88,0.7424,0.22,0.194,634,705
12950,6/28/12,3,1,6,18,0,4,1,1,0.86,0.7273,0.25,0.2239,597,697
12951,6/28/12,3,1,6,19,0,4,1,1,0.84,0.7273,0.3,0.2985,492,571
12952,6/28/12,3,1,6,20,0,4,1,1,0.82,0.7273,0.34,0.194,399,470
12953,6/28/12,3,1,6,21,0,4,1,1,0.76,0.697,0.55,0.194,309,398
12954,6/28/12,3,1,6,22,0,4,1,1,0.76,0.697,0.52,0.1642,224,274
12955,6/28/12,3,1,6,23,0,4,1,1,0.74,0.6667,0.48,0.1343,145,171
12956,6/29/12,3,1,6,0,0,5,1,1,0.74,0.6667,0.48,0.1343,90,114
12957,6/29/12,3,1,6,1,0,5,1,1,0.74,0.6667,0.51,0.1642,33,42
12958,6/29/12,3,1,6,2,0,5,1,1,0.72,0.6667,0.58,0.194,15,18
12959,6/29/12,3,1,6,3,0,5,1,1,0.72,0.6667,0.58,0.194,5,8
12960,6/29/12,3,1,6,4,0,5,1,1,0.7,0.6515,0.65,0.1642,9,10
12961,6/29/12,3,1,6,5,0,5,1,1,0.7,0.6515,0.61,0.1045,39,45
12962,6/29/12,3,1,6,6,0,5,1,2,0.7,0.6515,0.61,0.1642,148,163
12963,6/29/12,3,1,6,7,0,5,1,1,0.7,0.6515,0.61,0.1045,361,380
12964,6/29/12,3,1,6,8,0,5,1,2,0.74,0.6818,0.55,0.1045,576,624
12965,6/29/12,3,1,6,9,0,5,1,1,0.76,0.697,0.55,0.1642,261,300
12966,6/29/12,3,1,6,10,0,5,1,1,0.9,0.8333,0.39,0.2985,139,171
12967,6/29/12,3,1,6,11,0,5,1,2,0.9,0.8485,0.42,0.2836,137,188
12968,6/29/12,3,1,6,12,0,5,1,2,0.92,0.8788,0.4,0.2537,173,226
12969,6/29/12,3,1,6,13,0,5,1,1,0.94,0.8788,0.38,0.194,194,239
12970,6/29/12,3,1,6,14,0,5,1,1,0.96,0.9091,0.36,0.2239,184,233
12971,6/29/12,3,1,6,15,0,5,1,1,0.96,0.9091,0.36,0,183,230
12972,6/29/12,3,1,6,16,0,5,1,1,0.96,0.9091,0.36,0,292,351
12973,6/29/12,3,1,6,17,0,5,1,1,0.98,0.9242,0.34,0.194,457,539
12974,6/29/12,3,1,6,18,0,5,1,1,0.96,0.8636,0.31,0,414,464
12975,6/29/12,3,1,6,19,0,5,1,1,0.9,0.8788,0.47,0.194,303,363
12976,6/29/12,3,1,6,20,0,5,1,1,0.92,0.8939,0.42,0.2537,255,308
12977,6/29/12,3,1,6,21,0,5,1,2,0.86,0.8333,0.53,0.194,195,236
12978,6/29/12,3,1,6,22,0,5,1,3,0.82,0.8333,0.63,0.194,129,163
12979,6/29/12,3,1,6,23,0,5,1,3,0.82,0.8333,0.63,0.194,42,48
12980,6/30/12,3,1,6,0,0,6,0,3,0.64,0.5758,0.89,0.1642,65,69
12981,6/30/12,3,1,6,1,0,6,0,3,0.64,0.5758,0.89,0.2239,55,58
12982,6/30/12,3,1,6,2,0,6,0,2,0.64,0.5758,0.89,0,54,61
12983,6/30/12,3,1,6,3,0,6,0,2,0.64,0.5758,0.89,0,20,23
12984,6/30/12,3,1,6,4,0,6,0,2,0.62,0.5455,0.94,0,15,18
12985,6/30/12,3,1,6,5,0,6,0,1,0.64,0.5758,0.89,0.1642,7,10
12986,6/30/12,3,1,6,6,0,6,0,1,0.64,0.5758,0.89,0.1642,36,42
12987,6/30/12,3,1,6,7,0,6,0,1,0.64,0.5758,0.89,0.1642,82,92
12988,6/30/12,3,1,6,8,0,6,0,1,0.64,0.5758,0.89,0.1642,168,194
12989,6/30/12,3,1,6,9,0,6,0,1,0.64,0.5758,0.89,0.1642,234,275
12990,6/30/12,3,1,6,10,0,6,0,1,0.88,0.7727,0.3,0.2537,308,404
12991,6/30/12,3,1,6,11,0,6,0,1,0.88,0.7727,0.3,0.2537,350,452
12992,6/30/12,3,1,6,12,0,6,0,1,0.88,0.7727,0.3,0.2537,328,471
12993,6/30/12,3,1,6,13,0,6,0,1,0.88,0.7727,0.3,0.2537,323,428
12994,6/30/12,3,1,6,14,0,6,0,1,0.88,0.7727,0.3,0.2537,295,409
12995,6/30/12,3,1,6,15,0,6,0,1,0.88,0.7727,0.3,0.2537,287,404
12996,6/30/12,3,1,6,16,0,6,0,1,0.9,0.7879,0.29,0.1642,264,373
12997,6/30/12,3,1,6,17,0,6,0,1,0.88,0.7727,0.32,0.1343,231,362
12998,6/30/12,3,1,6,18,0,6,0,1,0.88,0.7879,0.35,0,248,339
12999,6/30/12,3,1,6,19,0,6,0,1,0.84,0.7576,0.44,0.2537,240,374
13000,6/30/12,3,1,6,20,0,6,0,1,0.82,0.7727,0.52,0.1642,204,292
13001,6/30/12,3,1,6,21,0,6,0,1,0.82,0.7727,0.52,0.1642,165,213
13002,6/30/12,3,1,6,22,0,6,0,1,0.78,0.7424,0.62,0.1642,134,172
13003,6/30/12,3,1,6,23,0,6,0,1,0.78,0.7424,0.62,0.0896,119,152
13004,7/1/12,3,1,7,0,0,0,0,1,0.76,0.7273,0.66,0,122,149
13005,7/1/12,3,1,7,1,0,0,0,1,0.74,0.697,0.7,0.1343,81,93
13006,7/1/12,3,1,7,2,0,0,0,1,0.72,0.697,0.74,0.0896,69,90
13007,7/1/12,3,1,7,3,0,0,0,1,0.72,0.7121,0.84,0.1343,27,33
13008,7/1/12,3,1,7,4,0,0,0,1,0.7,0.6667,0.79,0.194,4,4
13009,7/1/12,3,1,7,5,0,0,0,1,0.68,0.6364,0.79,0.1045,7,10
13010,7/1/12,3,1,7,6,0,0,0,1,0.7,0.6667,0.79,0.0896,19,27
13011,7/1/12,3,1,7,7,0,0,0,1,0.74,0.697,0.7,0,37,50
13012,7/1/12,3,1,7,8,0,0,0,1,0.78,0.7424,0.62,0.1045,106,142
13013,7/1/12,3,1,7,9,0,0,0,1,0.82,0.7879,0.56,0,168,219
13014,7/1/12,3,1,7,10,0,0,0,1,0.86,0.7879,0.44,0.2985,268,366
13015,7/1/12,3,1,7,11,0,0,0,1,0.88,0.803,0.39,0.2239,256,377
13016,7/1/12,3,1,7,12,0,0,0,1,0.9,0.8182,0.37,0.2239,319,433
13017,7/1/12,3,1,7,13,0,0,0,1,0.92,0.8333,0.33,0.2537,309,420
13018,7/1/12,3,1,7,14,0,0,0,1,0.92,0.8333,0.33,0.2537,346,444
13019,7/1/12,3,1,7,15,0,0,0,1,0.9,0.8182,0.37,0.2836,244,345
13020,7/1/12,3,1,7,16,0,0,0,1,0.92,0.8333,0.33,0.2985,228,313
13021,7/1/12,3,1,7,17,0,0,0,1,0.92,0.803,0.26,0.2985,323,413
13022,7/1/12,3,1,7,18,0,0,0,1,0.88,0.7727,0.32,0.3582,275,370
13023,7/1/12,3,1,7,19,0,0,0,1,0.84,0.7424,0.39,0.1343,279,382
13024,7/1/12,3,1,7,20,0,0,0,1,0.84,0.7424,0.39,0.1343,244,332
13025,7/1/12,3,1,7,21,0,0,0,1,0.84,0.7424,0.39,0.1343,181,258
13026,7/1/12,3,1,7,22,0,0,0,1,0.82,0.7424,0.43,0.1343,110,151
13027,7/1/12,3,1,7,23,0,0,0,3,0.78,0.7121,0.52,0.1642,88,110
13028,7/2/12,3,1,7,0,0,1,1,2,0.76,0.7121,0.58,0.2239,31,43
13029,7/2/12,3,1,7,1,0,1,1,2,0.76,0.7121,0.58,0.194,14,17
13030,7/2/12,3,1,7,2,0,1,1,2,0.74,0.6667,0.51,0.2537,14,15
13031,7/2/12,3,1,7,3,0,1,1,2,0.72,0.6667,0.54,0.4179,5,5
13032,7/2/12,3,1,7,4,0,1,1,2,0.72,0.6667,0.54,0.2985,10,12
13033,7/2/12,3,1,7,5,0,1,1,2,0.72,0.6667,0.51,0,37,40
13034,7/2/12,3,1,7,6,0,1,1,1,0.7,0.6515,0.58,0.1045,132,136
13035,7/2/12,3,1,7,7,0,1,1,1,0.74,0.6667,0.51,0.1045,390,398
13036,7/2/12,3,1,7,8,0,1,1,1,0.76,0.697,0.52,0.194,548,568
13037,7/2/12,3,1,7,9,0,1,1,1,0.78,0.697,0.46,0.2537,239,295
13038,7/2/12,3,1,7,10,0,1,1,1,0.8,0.7273,0.43,0.2537,104,174
13039,7/2/12,3,1,7,11,0,1,1,1,0.84,0.7273,0.28,0.2985,134,201
13040,7/2/12,3,1,7,12,0,1,1,1,0.84,0.7273,0.32,0.194,183,257
13041,7/2/12,3,1,7,13,0,1,1,1,0.86,0.7576,0.34,0.2239,162,236
13042,7/2/12,3,1,7,14,0,1,1,1,0.86,0.7576,0.34,0.2239,151,230
13043,7/2/12,3,1,7,15,0,1,1,1,0.84,0.7424,0.36,0.194,175,234
13044,7/2/12,3,1,7,16,0,1,1,1,0.84,0.7424,0.36,0.2836,304,365
13045,7/2/12,3,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,665,747
13046,7/2/12,3,1,7,18,0,1,1,1,0.84,0.7273,0.32,0.1642,658,730
13047,7/2/12,3,1,7,19,0,1,1,1,0.78,0.697,0.43,0.1343,510,581
13048,7/2/12,3,1,7,20,0,1,1,1,0.78,0.697,0.43,0.1343,357,395
13049,7/2/12,3,1,7,21,0,1,1,1,0.76,0.6818,0.45,0.1343,241,258
13050,7/2/12,3,1,7,22,0,1,1,1,0.74,0.6667,0.51,0.1642,169,188
13051,7/2/12,3,1,7,23,0,1,1,1,0.74,0.6667,0.51,0.1045,90,102
13052,7/3/12,3,1,7,0,0,2,1,1,0.72,0.6667,0.54,0,44,53
13053,7/3/12,3,1,7,1,0,2,1,1,0.72,0.6667,0.58,0,9,14
13054,7/3/12,3,1,7,2,0,2,1,1,0.72,0.6667,0.58,0,8,10
13055,7/3/12,3,1,7,3,0,2,1,1,0.7,0.6515,0.65,0.1343,2,2
13056,7/3/12,3,1,7,4,0,2,1,1,0.68,0.6364,0.65,0.1045,6,6
13057,7/3/12,3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0,33,35
13058,7/3/12,3,1,7,6,0,2,1,1,0.7,0.6515,0.65,0.1343,149,154
13059,7/3/12,3,1,7,7,0,2,1,1,0.74,0.6818,0.58,0,462,483
13060,7/3/12,3,1,7,8,0,2,1,1,0.74,0.6818,0.62,0.0896,604,646
13061,7/3/12,3,1,7,9,0,2,1,1,0.8,0.7424,0.49,0.1642,226,272
13062,7/3/12,3,1,7,10,0,2,1,1,0.82,0.7424,0.43,0.2239,153,209
13063,7/3/12,3,1,7,11,0,2,1,1,0.86,0.7576,0.34,0.194,151,217
13064,7/3/12,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194,198,272
13065,7/3/12,3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,203,283
13066,7/3/12,3,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.194,241,310
13067,7/3/12,3,1,7,15,0,2,1,2,0.9,0.7727,0.24,0,330,401
13068,7/3/12,3,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,437,527
13069,7/3/12,3,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,620,722
13070,7/3/12,3,1,7,18,0,2,1,2,0.86,0.7424,0.3,0,542,627
13071,7/3/12,3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,431,497
13072,7/3/12,3,1,7,20,0,2,1,3,0.76,0.697,0.55,0.4925,296,376
13073,7/3/12,3,1,7,21,0,2,1,2,0.7,0.6515,0.7,0.2836,160,196
13074,7/3/12,3,1,7,22,0,2,1,1,0.68,0.6364,0.79,0.194,151,177
13075,7/3/12,3,1,7,23,0,2,1,1,0.66,0.6061,0.83,0,152,171
13076,7/4/12,3,1,7,0,1,3,0,1,0.68,0.6364,0.79,0.0896,140,159
13077,7/4/12,3,1,7,1,1,3,0,1,0.68,0.6364,0.74,0,96,123
13078,7/4/12,3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,66,93
13079,7/4/12,3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,23,32
13080,7/4/12,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,11,16
13081,7/4/12,3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0,14,19
13082,7/4/12,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0,23,32
13083,7/4/12,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0,62,72
13084,7/4/12,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,110,153
13085,7/4/12,3,1,7,9,1,3,0,1,0.76,0.697,0.52,0,203,293
13086,7/4/12,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0,304,447
13087,7/4/12,3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,321,485
13088,7/4/12,3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,330,494
13089,7/4/12,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0,322,499
13090,7/4/12,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,357,547
13091,7/4/12,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,299,454
13092,7/4/12,3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,226,389
13093,7/4/12,3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,253,414
13094,7/4/12,3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,271,430
13095,7/4/12,3,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239,255,432
13096,7/4/12,3,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,314,551
13097,7/4/12,3,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,362,584
13098,7/4/12,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,327,502
13099,7/4/12,3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,152,183
13100,7/5/12,3,1,7,0,0,4,1,1,0.74,0.6667,0.51,0.1045,71,88
13101,7/5/12,3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,24,30
13102,7/5/12,3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0,14,18
13103,7/5/12,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,5,7
13104,7/5/12,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0,7,7
13105,7/5/12,3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0,28,29
13106,7/5/12,3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0,130,133
13107,7/5/12,3,1,7,7,0,4,1,1,0.76,0.697,0.55,0,316,343
13108,7/5/12,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,514,550
13109,7/5/12,3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,246,293
13110,7/5/12,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,117,186
13111,7/5/12,3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,137,244
13112,7/5/12,3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,188,276
13113,7/5/12,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,181,310
13114,7/5/12,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,154,241
13115,7/5/12,3,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,183,254
13116,7/5/12,3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,324,433
13117,7/5/12,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,575,689
13118,7/5/12,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,511,607
13119,7/5/12,3,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,375,503
13120,7/5/12,3,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,243,321
13121,7/5/12,3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,232,323
13122,7/5/12,3,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343,162,225
13123,7/5/12,3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,99,131
13124,7/6/12,3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,63,102
13125,7/6/12,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,22,29
13126,7/6/12,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,13,17
13127,7/6/12,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,6,7
13128,7/6/12,3,1,7,4,0,5,1,1,0.74,0.697,0.66,0.2239,4,6
13129,7/6/12,3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,31,35
13130,7/6/12,3,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,127,131
13131,7/6/12,3,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,333,353
13132,7/6/12,3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,557,585
13133,7/6/12,3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,249,304
13134,7/6/12,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0,130,210
13135,7/6/12,3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,141,233
13136,7/6/12,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,220,331
13137,7/6/12,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,194,293
13138,7/6/12,3,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642,184,275
13139,7/6/12,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,206,285
13140,7/6/12,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,300,369
13141,7/6/12,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0,486,576
13142,7/6/12,3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,454,560
13143,7/6/12,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,306,418
13144,7/6/12,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,245,336
13145,7/6/12,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,223,300
13146,7/6/12,3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,210,288
13147,7/6/12,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,137,164
13148,7/7/12,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,115,150
13149,7/7/12,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,55,71
13150,7/7/12,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,47,58
13151,7/7/12,3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,19,31
13152,7/7/12,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,13,16
13153,7/7/12,3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,12,14
13154,7/7/12,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,27,31
13155,7/7/12,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,63,71
13156,7/7/12,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,120,152
13157,7/7/12,3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,187,256
13158,7/7/12,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,225,325
13159,7/7/12,3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,245,367
